id_student,code_module,code_presentation,risk_prob,flagged,top3_reasons,archetype_at_w6,alert_tier,recommended_action
627651,FFF,2014B,0.951,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
1961652,FFF,2014B,0.678,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mod_FFF (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
501723,DDD,2014B,0.677,1,mean_score_ass_w6 (↓risk) | weeks_present (↑risk) | completion_rate_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
1841267,CCC,2014J,0.677,1,completion_rate_w6 (↓risk) | weeks_present (↑risk) | mean_score_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
629387,GGG,2014B,0.677,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
693565,DDD,2014J,0.676,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
446479,CCC,2014J,0.676,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
590974,CCC,2014B,0.676,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
644993,BBB,2014J,0.676,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_GGG (↑risk),Anxious,High,Immediate outreach — schedule meeting within 48 hours
532575,FFF,2014B,0.676,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
631293,DDD,2014J,0.676,1,mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
430020,CCC,2014J,0.675,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
351147,FFF,2014J,0.675,1,completion_rate_w6 (↓risk) | mod_FFF (↑risk) | mean_score_ass_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
613227,GGG,2014B,0.675,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
612385,GGG,2014B,0.675,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
584711,CCC,2014J,0.675,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
2364637,EEE,2014B,0.675,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
159947,FFF,2014J,0.675,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
654401,DDD,2014J,0.674,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
657032,BBB,2014J,0.674,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
588397,DDD,2014B,0.673,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
1318759,FFF,2014J,0.673,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Anxious,High,Immediate outreach — schedule meeting within 48 hours
628189,GGG,2014B,0.673,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
555132,DDD,2014B,0.673,1,completion_rate_w6 (↓risk) | mean_score_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
679384,FFF,2014J,0.673,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | imd_band_num (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
558122,EEE,2014B,0.673,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
630328,DDD,2014J,0.673,1,completion_rate_w6 (↓risk) | weeks_present (↑risk) | mean_score_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
398029,GGG,2014B,0.673,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
433064,BBB,2014J,0.672,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
415151,DDD,2014B,0.672,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
604337,EEE,2014B,0.672,1,mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
387944,EEE,2014J,0.672,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
167791,CCC,2014B,0.672,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
676103,FFF,2014J,0.672,1,completion_rate_w6 (↓risk) | score_at_w6 (↑risk) | mean_score_ass_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
631756,GGG,2014B,0.671,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
262394,FFF,2014J,0.671,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
686207,GGG,2014J,0.671,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
306202,CCC,2014J,0.671,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
412663,CCC,2014J,0.671,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
507334,GGG,2014B,0.67,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
685842,BBB,2014J,0.67,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Anxious,High,Immediate outreach — schedule meeting within 48 hours
505700,CCC,2014J,0.67,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Coasting,High,Immediate outreach — schedule meeting within 48 hours
2626410,BBB,2014B,0.67,1,mean_score_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
655201,GGG,2014J,0.67,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
577414,CCC,2014B,0.67,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | imd_band_num (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
507983,BBB,2014B,0.67,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | score_at_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
679790,FFF,2014J,0.67,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
655558,EEE,2014J,0.67,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
631300,FFF,2014B,0.67,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
1835389,BBB,2014J,0.67,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Anxious,High,Immediate outreach — schedule meeting within 48 hours
517551,FFF,2014J,0.669,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_FFF (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
635885,GGG,2014B,0.669,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
620243,DDD,2014B,0.669,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
682358,FFF,2014J,0.669,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
616439,CCC,2014J,0.669,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
618903,FFF,2014B,0.669,1,mean_score_ass_w6 (↓risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
503710,CCC,2014J,0.669,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
587195,FFF,2014B,0.669,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | mod_FFF (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
647764,BBB,2014J,0.669,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
573007,FFF,2014J,0.669,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
596805,FFF,2014J,0.668,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
684427,GGG,2014J,0.668,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
626217,DDD,2014B,0.668,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | score_at_w6 (↓risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
596513,GGG,2014B,0.668,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
700086,BBB,2014J,0.668,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_GGG (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
395814,FFF,2014B,0.667,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
630240,GGG,2014B,0.667,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
625714,DDD,2014B,0.667,1,completion_rate_w6 (↓risk) | mean_score_w6 (↑risk) | score_at_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
621433,FFF,2014B,0.667,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
472257,DDD,2014B,0.667,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
562239,BBB,2014J,0.667,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
632115,DDD,2014B,0.667,1,mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
592997,CCC,2014J,0.667,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
589569,DDD,2014B,0.667,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk) | mean_score_ass_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
621300,DDD,2014B,0.666,1,completion_rate_w6 (↓risk) | mean_score_w6 (↑risk) | score_at_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
674478,FFF,2014J,0.666,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mod_FFF (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
562248,DDD,2014B,0.666,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
439433,FFF,2014B,0.666,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
608504,CCC,2014B,0.666,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
613910,DDD,2014J,0.666,1,completion_rate_w6 (↓risk) | weeks_present (↑risk) | mean_score_w6 (↓risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
622626,DDD,2014J,0.665,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
570049,DDD,2014B,0.665,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | imd_band_num (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
538887,CCC,2014B,0.665,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
589585,DDD,2014J,0.665,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
616334,DDD,2014B,0.665,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↓risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
492900,CCC,2014B,0.665,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
578495,FFF,2014J,0.664,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
551304,CCC,2014B,0.664,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
632641,EEE,2014B,0.664,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
582395,CCC,2014J,0.664,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | weeks_present (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
648419,DDD,2014J,0.664,1,completion_rate_w6 (↓risk) | weeks_present (↓risk) | imd_band_num (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
628725,FFF,2014B,0.664,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
261265,CCC,2014B,0.664,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
356386,BBB,2014B,0.664,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | weeks_present (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
680764,DDD,2014J,0.664,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | score_at_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
1420575,GGG,2014J,0.663,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
637089,FFF,2014J,0.663,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | mod_FFF (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
619013,GGG,2014B,0.663,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
586494,GGG,2014B,0.663,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
594909,FFF,2014B,0.663,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | mod_FFF (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
646734,FFF,2014J,0.663,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
628575,DDD,2014B,0.662,1,completion_rate_w6 (↓risk) | score_at_w6 (↑risk) | mean_score_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
467753,CCC,2014B,0.662,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
647612,DDD,2014J,0.662,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | imd_band_num (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
470617,CCC,2014J,0.662,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | weeks_present (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
601517,CCC,2014J,0.662,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
95755,AAA,2014J,0.661,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
415695,DDD,2014B,0.661,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↓risk) | weeks_present (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
587287,GGG,2014B,0.661,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
546394,FFF,2014B,0.661,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
681581,BBB,2014J,0.661,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
592939,FFF,2014B,0.661,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | imd_band_num (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
622900,DDD,2014B,0.66,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Ghost,Medium,Proactive check-in — contact within the week
684744,DDD,2014J,0.66,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↓risk),Anxious,Medium,Proactive check-in — contact within the week
2067555,GGG,2014B,0.66,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
2327472,CCC,2014J,0.66,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Ghost,Medium,Proactive check-in — contact within the week
641347,CCC,2014J,0.66,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Recovering,Medium,Proactive check-in — contact within the week
645054,DDD,2014J,0.659,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Recovering,Medium,Proactive check-in — contact within the week
630008,GGG,2014B,0.659,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Ghost,Medium,Proactive check-in — contact within the week
631925,CCC,2014B,0.659,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
622425,CCC,2014J,0.659,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
530148,FFF,2014J,0.659,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mod_FFF (↑risk),Early Dropout,Medium,Proactive check-in — contact within the week
27891,BBB,2014B,0.659,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
506533,GGG,2014B,0.659,1,mod_GGG (↓risk) | mean_score_ass_w6 (↑risk) | completion_rate_w6 (↑risk),Ghost,Medium,Proactive check-in — contact within the week
675442,EEE,2014J,0.659,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | weeks_present (↑risk),Ghost,Medium,Proactive check-in — contact within the week
631880,CCC,2014J,0.659,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | imd_band_num (↑risk),Recovering,Medium,Proactive check-in — contact within the week
2575119,FFF,2014B,0.659,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Ghost,Medium,Proactive check-in — contact within the week
625666,BBB,2014J,0.658,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Anxious,Medium,Proactive check-in — contact within the week
548296,BBB,2014B,0.658,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | mean_score_ass_w6 (↑risk),Recovering,Medium,Proactive check-in — contact within the week
569609,CCC,2014B,0.658,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk),Recovering,Medium,Proactive check-in — contact within the week
677186,AAA,2014J,0.658,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_AAA (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
633467,DDD,2014B,0.658,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
321952,DDD,2014J,0.658,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
641881,EEE,2014J,0.658,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
245217,CCC,2014J,0.658,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Recovering,Medium,Proactive check-in — contact within the week
141497,DDD,2014B,0.658,1,completion_rate_w6 (↓risk) | mean_score_w6 (↑risk) | mean_score_ass_w6 (↑risk),Recovering,Medium,Proactive check-in — contact within the week
633198,CCC,2014J,0.658,1,mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
534457,FFF,2014J,0.658,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mod_FFF (↑risk),Ghost,Medium,Proactive check-in — contact within the week
529434,CCC,2014B,0.658,1,mean_score_ass_w6 (↑risk) | mean_timeliness_w6 (↑risk) | completion_rate_w6 (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
604990,BBB,2014J,0.658,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Anxious,Medium,Proactive check-in — contact within the week
685950,EEE,2014J,0.657,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | weeks_present (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
590110,DDD,2014J,0.657,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mean_timeliness_w6 (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
630655,FFF,2014B,0.657,1,completion_rate_w6 (↓risk) | mod_FFF (↑risk) | mean_score_w6 (↑risk),Recovering,Medium,Proactive check-in — contact within the week
629762,FFF,2014B,0.657,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | mod_FFF (↑risk),Recovering,Medium,Proactive check-in — contact within the week
569864,BBB,2014B,0.657,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Early Dropout,Medium,Proactive check-in — contact within the week
644343,FFF,2014J,0.657,1,completion_rate_w6 (↓risk) | mean_score_ass_w6 (↑risk) | mod_FFF (↑risk),Ghost,Medium,Proactive check-in — contact within the week
306944,DDD,2014B,0.657,1,mean_score_ass_w6 (↓risk) | completion_rate_w6 (↓risk) | weeks_present (↑risk),Early Dropout,Medium,Proactive check-in — contact within the week
555446,DDD,2014B,0.657,1,completion_rate_w6 (↓risk) | mean_score_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
630912,CCC,2014B,0.657,1,mean_score_ass_w6 (↑risk) | completion_rate_w6 (↓risk) | score_at_w6 (↓risk),Steady Engager,Medium,Proactive check-in — contact within the week
2603195,CCC,2014B,0.657,1,completion_rate_w6 (↓risk) | mean_timeliness_w6 (↑risk) | weeks_present (↑risk),Ghost,Medium,Proactive check-in — contact within the week
2606765,GGG,2014J,0.657,1,mod_GGG (↓risk) | completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk),Steady Engager,Medium,Proactive check-in — contact within the week
